year,electedas,name,party,ac,pc,mandal,area,ward,age,community,edu,electioncat,occupation,sex,tot,votes
2001,MPTC,Lakshmi Devi,INC,,Anantapur,Putlur,Kadavakallu,,,,,,,,,
2001,MPTC,T Kullayappa,TDP,,Anantapur,Putlur,Surepalli,,,,,,,,,
2001,MPTC,Beduduri Nagalakshmamma,INC,,Anantapur,Putlur,Kummanamala,,,,,,,,,
2001,MPTC,Pydipa Saraswathi,INC,,Anantapur,Putlur,Yellutla,,,,,,,,,
2001,MPTC President,Bhumireddy Ramachandrareddy,INC,,Anantapur,Putlur,Putlur,,,,,,,,,
2001,MPTC,Ambati Venkataramanareddy,INC,,Anantapur,Putlur,Sanagalagudur,,,,,,,,,
2001,MPTC,Ambati Ramachandra Reddy,TDP,,Anantapur,Putlur,S Vengannapalli,,,,,,,,,
2001,MPTC,Kamburam Krishna Reddy,INC,,Anantapur,Putlur,Maddipalli,,,,,,,,,
2001,MPTC,Anjinamma,INC,,Anantapur,Rayadurg,Gramadatla,,,,,,,,,
2001,MPTC,Bheemappa,INC,,Anantapur,Rayadurg,Mallapuram,,,,,,,,,
2001,MPTC,Suseelamma,TDP,,Anantapur,Rayadurg,B N Halli,,,,,,,,,
2001,MPTC President,Kumaraswamy,INC,,Anantapur,Rayadurg,Junjurampalli,,,,,,,,,
2001,MPTC,K.Peddajandhara Naidu,INC,,Anantapur,Rayadurg,Veparalla,,,,,,,,,
2001,MPTC,Dokku Muthappa,INC,,Anantapur,Rayadurg,Chadam,,,,,,,,,
2001,MPTC,Kuruba Saraswathi,INC,,Anantapur,Rayadurg,Vadrahonnur,,,,,,,,,
2001,MPTC,G.Thippareddi,INC,,Anantapur,Rayadurg,Udegolam,,,,,,,,,
2001,MPTC,Erranna,TDP,,Anantapur,Rayadurg,D-kondapuram,,,,,,,,,
2001,MPTC,Hanumakka,INC,,Anantapur,Settur,Cherlopalli,,,,,,,,,
2001,MPTC,K.Narayanappa,INC,,Anantapur,Settur,Settur,,,,,,,,,
2001,MPTC,Kariyamma,INC,,Anantapur,Settur,Chintarlapalli,,,,,,,,,
2001,MPTC President,B.Ramabheemappa,INC,,Anantapur,Settur,Yatakal,,,,,,,,,
2001,MPTC,K.Ramachari,IND,,Anantapur,Settur,Lakshmampalli,,,,,,,,,
2001,MPTC,A.Narasamma,CPI,,Anantapur,Settur,Mulakaledu 1,,,,,,,,,
2001,MPTC,K.Satyavathi,INC,,Anantapur,Settur,Khyrevu,,,,,,,,,
2001,MPTC,Thalari Raja Sekhar,INC,,Anantapur,Settur,Bachehalli,,,,,,,,,
2001,MPTC,K.Athaulla,INC,,Anantapur,Settur,Mulakaledu 2,,,,,,,,,
2001,MPTC,Kondamma,BJP,,Anantapur,Singanamala,Kallumadi,,,,,,,,,
2001,MPTC President,Adi Narayana,BJP,,Anantapur,Singanamala,Ullikallu,,,,,,,,,
2001,MPTC,Bedala Nagalaxmamma,INC,,Anantapur,Singanamala,Chakrayapeta,,,,,,,,,
2001,MPTC,Atte Pedda Hanumanthu,TDP,,Anantapur,Singanamala,Sodanapalli,,,,,,,,,
2001,MPTC,Mutyala Laxmi Narayana Reddy,INC,,Anantapur,Singanamala,Salakamcheruvu,,,,,,,,,
2001,MPTC,Kadagandla Ramakka,BJP,,Anantapur,Singanamala,Rachupalli,,,,,,,,,
2001,MPTC,Kasireddy Visalamma,INC,,Anantapur,Singanamala,Akuledu,,,,,,,,,
2001,MPTC,Tarimela Madhusudhana Reddy,INC,,Anantapur,Singanamala,Peravali,,,,,,,,,
2001,MPTC,Chakala Pedda Venkatesu,TDP,,Anantapur,Singanamala,Singanamala,,,,,,,,,
2001,MPTC,Gopinatha Reddy,BJP,,Anantapur,Singanamala,Tarimala,,,,,,,,,
2001,MPTC,D Krishna Reddy,TDP,,Anantapur,Singanamala,Narsapuram(west),,,,,,,,,
2001,MPTC,Arakatavemula Kullayamma,TDP,,Anantapur,Tadipatri,Aluru,,,,,,,,,
2001,MPTC,Narayana,TDP,,Anantapur,Tadipatri,Bhogasamudram,,,,,,,,,
2001,MPTC,Shirolla Narayanamma,TDP,,Anantapur,Tadipatri,Sajjaladinne,,,,,,,,,
2001,MPTC,Thirumala Nagabhushanam,TDP,,Anantapur,Tadipatri,Chinnapolamada,,,,,,,,,
2001,MPTC,Channa Rama Govindu,TDP,,Anantapur,Tadipatri,Gannavaripalli,,,,,,,,,
2001,MPTC,J Mahaboob Basha,INC,,Anantapur,Tadipatri,Brahmanapalli,,,,,,,,,
2001,MPTC,Sangati Lalithamma,INC,,Anantapur,Tadipatri,Diguvapalli,,,,,,,,,
2001,MPTC,Rama Devi,IND,,Anantapur,Tadipatri,Urichinthala,,,,,,,,,
2001,MPTC President,Yarrappareddigari Sunki Reddy,INC,,Anantapur,Tadipatri,Bondaladinne,,,,,,,,,
2001,MPTC,Peddakotla Vasudeva Reddy,INC,,Anantapur,Tadipatri,Chukkalur,,,,,,,,,
2001,MPTC,G Ramakrishna Reddy,INC,,Anantapur,Tadipatri,Yerraguntapalli,,,,,,,,,
2001,MPTC,Megavath Kale Naik,TDP,,Anantapur,Uravakonda,Shaiksanipalli,,,,,,,,,
2001,MPTC,Mastanappa Gari Erramma,TDP,,Anantapur,Uravakonda,Raketla,,,,,,,,,
2001,MPTC,H Mekala Vannurappa,TDP,,Anantapur,Uravakonda,Peddakowkuntla 1,,,,,,,,,
2001,MPTC,Madiga Naganna,TDP,,Anantapur,Uravakonda,Peddakowkuntla 2,,,,,,,,,
2001,MPTC,Dasari Jaya Laxmi,TDP,,Anantapur,Uravakonda,Chinna Mustur,,,,,,,,,
2001,MPTC,Nimbagal Govindamma,TDP,,Anantapur,Uravakonda,Nerimatla,,,,,,,,,
2001,MPTC,Aluru Guru Siddappa,TDP,,Anantapur,Uravakonda,Amidala 1,,,,,,,,,
2001,MPTC,P. Vannurappa,INC,,Anantapur,Uravakonda,Budagavi,,,,,,,,,
2001,MPTC,Adoni Boya Gurudas,TDP,,Anantapur,Uravakonda,Nimbagal,,,,,,,,,
2001,MPTC,Chidarapadu Sunkanna,TDP,,Anantapur,Uravakonda,Uravakonda 2,,,,,,,,,
2001,MPTC President,Madineni Chandrakala,TDP,,Anantapur,Uravakonda,Uravakonda 3,,,,,,,,,
2001,MPTC,Erramma,TDP,,Anantapur,Uravakonda,Uravakonda 5,,,,,,,,,
2001,MPTC,E Girijamma,TDP,,Anantapur,Uravakonda,Uravakonda 7,,,,,,,,,
2001,MPTC,Veluri Padmavathi,TDP,,Anantapur,Uravakonda,Amidala 2,,,,,,,,,
2001,MPTC,Chinnapolu Vannur Swamy,TDP,,Anantapur,Uravakonda,Lathavaram,,,,,,,,,
2001,MPTC,Kondeti Laxmanna,TDP,,Anantapur,Uravakonda,Mopidi,,,,,,,,,
2001,MPTC,Magbool,INC,,Anantapur,Uravakonda,Uravakonda 1,,,,,,,,,
2001,MPTC,S. Venkateswara,IND,,Anantapur,Uravakonda,Uravakonda 4,,,,,,,,,
2001,MPTC,Chintha Venkataiah,IND,,Anantapur,Uravakonda,Uravakonda 6,,,,,,,,,
2001,MPTC,Bassi Muni,INC,,Anantapur,Vajrakarur,Thatrakal,,,,,,,,,
2001,MPTC,Sake Dhanamma,INC,,Anantapur,Vajrakarur,Konakondla 2,,,,,,,,,
2001,MPTC,Pamidi Anjanaiah,TDP,,Anantapur,Vajrakarur,Vajrakarur 1,,,,,,,,,
2001,MPTC,G Lakshmikanthamma,INC,,Anantapur,Vajrakarur,Gulapalem,,,,,,,,,
2001,MPTC,Besta Sunkamma,TDP,,Anantapur,Vajrakarur,P C Pyapalli,,,,,,,,,
2001,MPTC,P Srinivasulu Naidu,TDP,,Anantapur,Vajrakarur,Pandikunta,,,,,,,,,
2001,MPTC,Sirivaram Rajendra Prasad,INC,,Anantapur,Vajrakarur,Gadehothur,,,,,,,,,
2001,MPTC,Narayanappa,INC,,Anantapur,Vajrakarur,Chabala,,,,,,,,,
2001,MPTC,Daruru Kamalamma,TDP,,Anantapur,Vajrakarur,Chayapuram,,,,,,,,,
2001,MPTC,T. Vara Lakshmi,TDP,,Anantapur,Vajrakarur,Vajrakarur 2,,,,,,,,,
2001,MPTC,Ramavath Sanenaik,INC,,Anantapur,Vajrakarur,Venkatampalli,,,,,,,,,
2001,MPTC President,Ramachandra,INC,,Anantapur,Vajrakarur,Konakondla 1,,,,,,,,,
2001,MPTC,P Narasimha Reddy,TDP,,Anantapur,Vajrakarur,Ragulapadu,,,,,,,,,
2001,MPTC,Harijan Chinna Beemakka,TDP,,Anantapur,Vidapanakal,Gadekal,,,,,,,,,
2001,MPTC,Bommaiahgari Hemavathi,TDP,,Anantapur,Vidapanakal,Palthur 1,,,,,,,,,
2001,MPTC,Kuruba Parvathamma,TDP,,Anantapur,Vidapanakal,Undabanda,,,,,,,,,
2001,MPTC,Jinka Lakshmi Devi,TDP,,Anantapur,Vidapanakal,V Kothakota,,,,,,,,,
2001,MPTC President,Dasari Renuka,TDP,,Anantapur,Vidapanakal,Hanchanahal,,,,,,,,,
2001,MPTC,Bangaru Yerriswamy,INC,,Anantapur,Vidapanakal,Havaligi,,,,,,,,,
2001,MPTC,Jogi Yerriswamy,TDP,,Anantapur,Vidapanakal,Vidapanakal,,,,,,,,,
2001,MPTC,P Shakuntala,INC,,Anantapur,Vidapanakal,Karakamukkala,,,,,,,,,
2001,MPTC,Thimmapuram Vasundaramma,TDP,,Anantapur,Vidapanakal,Veligonda,,,,,,,,,
2001,MPTC,Gutla Venkatesulu,TDP,,Anantapur,Vidapanakal,Donekal,,,,,,,,,
2001,MPTC,Modupalli Ramanjaneyulu,IND,,Anantapur,Vidapanakal,Kottalapalli,,,,,,,,,
2001,MPTC,Madiga Yannappa,TDP,,Anantapur,Vidapanakal,Palthur 2,,,,,,,,,
2001,MPTC,Rayala Narayana Swamy,TDP,,Anantapur,Vidapanakal,Poliki,,,,,,,,,
2001,MPTC,Goggira Balakka,INC,,Anantapur,Yadiki,C Lakshmampalli,,,,,,,,,
2001,MPTC,Nallabothula Lakshminarayana,INC,,Anantapur,Yadiki,Chandana,,,,,,,,,
2001,MPTC,Gunda Venkatamma,CPI,,Anantapur,Yadiki,Yadiki 2,,,,,,,,,
2001,MPTC,Goddumarri Dhanalakshmi,INC,,Anantapur,Yadiki,Yadiki 3,,,,,,,,,
2001,MPTC,Pusa Sanjanna,CPI,,Anantapur,Yadiki,Thutrallapalli,,,,,,,,,
2001,MPTC,Mande Venkatareddy,INC,,Anantapur,Yadiki,P Vengannapalli,,,,,,,,,
2001,MPTC,Polamada Ramakrishna,TDP,,Anantapur,Yadiki,Boyareddypalli,,,,,,,,,
2001,MPTC,Lakshmi Devi V,INC,,Anantapur,Yadiki,Bogalakatta,,,,,,,,,
2001,MPTC,Madda Nagalakhsmamma,TDP,,Anantapur,Yadiki,Gudipadu,,,,,,,,,
2001,MPTC,Madala Murali Naidu,INC,,Anantapur,Yadiki,Rayalacheruvu,,,,,,,,,
2001,MPTC President,Bala Ravikishore,INC,,Anantapur,Yadiki,Yadiki 1,,,,,,,,,
2001,MPTC,Orekanti Lakshmi Reddy,INC,,Anantapur,Yadiki,Yadiki 4 (pinnepalli),,,,,,,,,
2001,MPTC,Madasu Kamalamma,INC,,Anantapur,Yellanur,Yellanur 2,,,,,,,,,
2001,MPTC,Nasolla Anjineyulu,INC,,Anantapur,Yellanur,Boppepalli,,,,,,,,,
2001,MPTC,Dasari Nagamunemma,INC,,Anantapur,Yellanur,Yellanur 1,,,,,,,,,
2001,MPTC,Narayanagari Ramachandrudu,INC,,Anantapur,Yellanur,Chilamakur,,,,,,,,,
2001,MPTC,Pedda Nagaiah,INC,,Anantapur,Yellanur,Bukkapuram,,,,,,,,,
2001,MPTC,Puchi Nagamma,INC,,Anantapur,Yellanur,Goddumarri,,,,,,,,,
2001,MPTC,Vennapusa Lakshmi Kanthammma,INC,,Anantapur,Yellanur,Vennapusapalli,,,,,,,,,
2001,MPTC,Kondala Naidu,INC,,Anantapur,Yellanur,Kallur,,,,,,,,,
2001,MPTC President,Kethi Reddy Peda Reddy,INC,,Anantapur,Yellanur,Chinthakayamanda,,,,,,,,,
2001,MPTC,Kasi Reddy Subbareddy,INC,,Anantapur,Yellanur,Vemulapalli,,,,,,,,,
2006,MPTC,Chakali Alivelu,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 3,,,,,BC(W),,Female,,
2006,MPTC,K.Manoj Kumar,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 1,,29.0,,Intermediate,URG,AGRICULTURE,M,,
2006,MPTC,B.Akhila,INC,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 2,,35.0,,10th class,URW,AGRICULTURE,F,,
2006,MPTC,M.Syam Sundar,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 4,,31.0,,10th class,URG,AGRICULTURE,M,,
2006,MPTC,C.Veeranjaneyulu,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 5,,32.0,,5th class,URG,AGRICULTURE,M,,
2006,MPTC,G.Narayanareddy,INC,,Anantapur,Ananthapuramu Rural,Akuthotapalli,,42.0,,9th class,URG,AGRICULTURE,M,,
2006,MPTC,G.Balanarasimhulu,TDP,,Anantapur,Ananthapuramu Rural,Alamur,,34.0,,2nd class,BCG,AGRICULTURE,M,,
2006,MPTC President,R.Hemalatha,TDP,,Anantapur,Ananthapuramu Rural,Ananthapuramu Rural,,22.0,,Intermediate,SCG,AGRICULTURE,F,,
2006,MPTC,T.Jyothi,INC,,Anantapur,Ananthapuramu Rural,Chiyyedu,,25.0,,10th class,URW,AGRICULTURE,F,,
2006,MPTC,G.Sreeramulu,TDP,,Anantapur,Ananthapuramu Rural,Itukalapalli,,52.0,,10th class,URG,AGRICULTURE,M,,
2006,MPTC,S.Madhavilatha,TDP,,Anantapur,Ananthapuramu Rural,Kakkalapalli,,32.0,,7th class,URG,AGRICULTURE,F,,
2006,MPTC,M.Adilakshmi,INC,,Anantapur,Ananthapuramu Rural,Kakkalapalli Colony 1,,24.0,,10th class,SCW,AGRICULTURE,F,,
2006,MPTC,G.Raghuramaiah,CPI,,Anantapur,Ananthapuramu Rural,Kakkalapalli Colony 2,,42.0,,5th class,BCG,AGRICULTURE,M,,
2006,MPTC,K.Govindareddy,INC,,Anantapur,Ananthapuramu Rural,Kandukur,,30.0,,10th class,URG,AGRICULTURE,M,,
2006,MPTC,B.Eswaraiah,INC,,Anantapur,Ananthapuramu Rural,Kurugunta,,29.0,,10th class,SCG,AGRICULTURE,M,,
2006,MPTC,B.Yerriswamy,TDP,,Anantapur,Ananthapuramu Rural,N.N.Kunta,,35.0,,BA,BCG,AGRICULTURE,M,,
2006,MPTC,G.Cennakrishnareddy,TDP,,Anantapur,Ananthapuramu Rural,Rachanapalli,,34.0,,B.Sc,URG,AGRICULTURE,M,,
2006,MPTC,L.Narasamma,CPI,,Anantapur,Ananthapuramu Rural,Rajeev Colony,,27.0,,10th class,SCG,AGRICULTURE,M,,
2006,MPTC,G.Thirupalu,TDP,,Anantapur,Ananthapuramu Rural,Rudrampeta 1,,42.0,,,BCG,AGRICULTURE,M,,
2006,MPTC,B. Varalakshmi,CPI,,Anantapur,Ananthapuramu Rural,Rudrampeta 2,,40.0,,10th class,URW,AGRICULTURE,F,,
2006,MPTC,D.Venkatesulu,TDP,,Anantapur,Ananthapuramu Rural,Rudrampeta 3,,24.0,,,STG,AGRICULTURE,M,,
2006,MPTC,K.Anjinamma,INC,,Anantapur,Ananthapuramu Rural,Somuladoddi,,40.0,,,BCW,AGRICULTURE,F,,
2006,MPTC,D.Obireddy,TDP,,Anantapur,Ananthapuramu Rural,Uparapalli,,44.0,,Intermediate,URG,AGRICULTURE,M,,
2006,MPTC,G.Thippakka,TDP,,Anantapur,Atmakur,Atmakur 1,,59.0,,,URW,Agriculure,F,,
2006,MPTC,B.Muthyalamma,INC,,Anantapur,Atmakur,Atmakur 2,,24.0,,10th class,OC(G),,M,,
2006,MPTC President,D.Hanumanthu Naik,INC,,Anantapur,Atmakur,Goridindla,,49.0,,5th class,OC(G),,M,,
2006,MPTC,A.Ramulamma,TDP,,Anantapur,Atmakur,Madigubba,,34.0,,5th class,BC(W),,F,,
2006,MPTC,D.Lakshmireddy,INC,,Anantapur,Atmakur,Muttala,,37.0,,7th class,OC(G),Agriculure,M,,
2006,MPTC,P.Jayamma,INC,,Anantapur,Atmakur,P.Yaleru,,44.0,,7th class,URW,Agriculure,F,,
2006,MPTC,U.Krishna Reddy,INC,,Anantapur,Atmakur,Sanapa,,44.0,,6th class,OC(G),Agriculure,M,,
2006,MPTC,Ontikoduku Obulesu,INC,,Anantapur,Atmakur,Talupur,,54.0,,3rd class,SC(G),Agriculure,M,,
2006,MPTC,T.Obilesu,INC,,Anantapur,Atmakur,Thopudurthy,,34.0,,10th class,BC(G),Agriculure,M,,
2006,MPTC,P.Kaliya Naik,TDP,,Anantapur,Atmakur,Vepecherla,,29.0,,BA,ST(G),,M,,
2006,MPTC,G.Sankaraiah,TDP,,Anantapur,Beluguppa,Ankampalli,,34.0,,VII CLASS,,AGRICULTURE,M,,
2006,MPTC,G. Radhamma,TDP,,Anantapur,Beluguppa,B.Ramasagaram,,35.0,,V CLASS,URG,AGRICULTURE,F,,
2006,MPTC,Suryanarayana,TDP,,Anantapur,Beluguppa,Beluguppa 1,,32.0,,VII CLASS,S.C (G),AGRICULTURE,M,,
2006,MPTC President,Lingamma,TDP,,Anantapur,Beluguppa,Beluguppa 2,,49.0,,V CLASS,B.C(W),AGRICULTURE,F,,
2006,MPTC,T.Ratnamma,INC,,Anantapur,Beluguppa,Duddekunta,,28.0,,,UR(G),AGRICULTURE,F,,
2006,MPTC,P.Yerriswamy,INC,,Anantapur,Beluguppa,Gangavaram,,60.0,,,UR(G),AGRICULTURE,M,,
2006,MPTC,S.Mangamma,INC,,Anantapur,Beluguppa,Kalavapalli,,23.0,,,S.T.(W),AGRICULTURE,F,,
2006,MPTC,H.Marekka,TDP,,Anantapur,Beluguppa,N.Gundlapalli,,54.0,,,S.C(W),,F,,
2006,MPTC,P.Aruna,TDP,,Anantapur,Beluguppa,Narasapuram,,23.0,,VII CLASS,URW,AGRICULTURE,F,,
2006,MPTC,Ratnamma,TDP,,Anantapur,Beluguppa,Seeripi,,29.0,,,URG,AGRICULTURE,F,,
2006,MPTC,U.Gowramma,INC,,Anantapur,Beluguppa,Sreerangapuram,,35.0,,,B.C(G),AGRICULTURE,F,,
2006,MPTC,K.Puspavathi,INC,,Anantapur,Beluguppa,Thagguparthi,,35.0,,B.A,B.C(G),AGRICULTURE,F,,
2006,MPTC,Hanumanna Gowd,INC,,Anantapur,Bommanahal,Bandur,,28.0,LINGAYAT,X CLASS,URG,AGRICULTURE,M,,
2006,MPTC,Kanni Parveen Bhanu,INC,,Anantapur,Bommanahal,Bollanaguddam,,23.0,MUSLIM,,URW,HOUSE WIFE,F,,
2006,MPTC,K.Hanumantharaya,INC,,Anantapur,Bommanahal,Bommanahal,,41.0,KURUBA,,B.C.(G).,AGRICULTURE,M,,
2006,MPTC,K.P.Vannurappa,TDP,,Anantapur,Bommanahal,D.Honnur 1,,58.0,BOYA,S.S.L.C.,URG,AGRICULTURE,M,,
2006,MPTC,B.Adilakshmi,TDP,,Anantapur,Bommanahal,D.Honnur 2,,21.0,MADIGA,V CLASS,S.C.(W),AGRICULTURE,F,,
2006,MPTC,Subhan Bee,INC,,Anantapur,Bommanahal,Govindawada 1,,34.0,DUDEKULA,,URW,HOUSE WIFE,F,,
2006,MPTC,Annapuranamma,INC,,Anantapur,Bommanahal,Govindawada 2,,27.0,JANGAMA,VII  CLASS,B.C (W),HOUSE WIFE,F,,
2006,MPTC,Kuruba Hanumanthappa,INC,,Anantapur,Bommanahal,Kolaganahalli,,39.0,KURUBA,VIIICLASS,URG,AGRICULTURE,M,,
2006,MPTC,K.P.Katte Gowd,INC,,Anantapur,Bommanahal,Kuruvalli,,41.0,LINGAYHAT,P.U.C,URG,AGRICULTURE,M,,
2006,MPTC,Boya Vandramma,INC,,Anantapur,Bommanahal,Lingadahal,,22.0,BOYA,V CLASS,B.C(W),HOUSE WIFE,F,,
2006,MPTC,K.Hanumantha Reddy,INC,,Anantapur,Bommanahal,Singanahalli,,,,,UR(G),,Male,,
2006,MPTC,Devarinti Thippeswamy,TDP,,Anantapur,Bommanahal,Sreedharagatta,,26.0,UPPARA,,B.C (G),AGRICULTURE,M,,
2006,MPTC President,P.Lalu Sab,INC,,Anantapur,Bommanahal,Uddehal,,50.0,DUDEKULA,VI CLASS,B.C(G),BUSINESS,M,,
2006,MPTC,Anjineyulu,TDP,,Anantapur,Bommanahal,Untakal,,35.0,MADIGA,,S.C(G),AGRICULTURE,M,,
2006,MPTC,Nagamani,TDP,,Anantapur,Bramhasamudram,Bhairavanithippa,,22.0,LINGAYAT,10TH,URW,AGRICULTURE,F,,
2006,MPTC,Bp.Sivaprasad,INC,,Anantapur,Bramhasamudram,Bhyrasamudram,,30.0,LINGAYAT,B.E.,URG,AGRICULTURE,M,,
2006,MPTC President,G.Ramachandrappa,TDP,,Anantapur,Bramhasamudram,Bommaganipalli,,51.0,GOLLA,5TH,BCG,AGRICULTURE,M,,
2006,MPTC,Kenchappa,INC,,Anantapur,Bramhasamudram,Bramhasamudram,,34.0,GOLLA,4TH,BCG,AGRICULTURE,M,,
2006,MPTC,K.P.Chandrasekhar Reddy,TDP,,Anantapur,Bramhasamudram,Kannepalli,,48.0,LINGAYAT,10TH,URG,AGRICULTURE,M,,
2006,MPTC,H.Kollakka,TDP,,Anantapur,Bramhasamudram,Palavenkatapuram,,34.0,MADIGA,5TH,SCW,AGRICULTURE,F,,
2006,MPTC,Vadde Gangamma,TDP,,Anantapur,Bramhasamudram,Pillalapalli,,29.0,VADDI,3RD,BCW,AGRICULTURE,F,,
2006,MPTC,Chakali Thippeswamy,INC,,Anantapur,Bramhasamudram,Rayalappa Doddi,,53.0,CHAKALI,5TH,BCG,AGRICULTURE,M,,
2006,MPTC,Sreeramulu,INC,,Anantapur,Bramhasamudram,S.Kondapuram,,34.0,MADIGA,7TH,SCG,AGRICULTURE,M,,
2006,MPTC,G.Virupakshi Reddy,TDP,,Anantapur,Bramhasamudram,Vepulaparthy,,34.0,LINGAYAT,10TH,URG,AGRICULTURE,M,,
2006,MPTC,K.Chandramma,TDP,,Anantapur,Bramhasamudram,West Kodipalli,,42.0,KAMMARI,5TH,URW,AGRICULTURE,F,,
2006,MPTC,Laxmi.H,INC,,Anantapur,D.Hirehal,Cherlopalli,,21.0,,5TH,SCW,AGRICULTURE,F,,
2006,MPTC,Lingappa,INC,,Anantapur,D.Hirehal,D.Hierhal 1,,30.0,,5TH,BCG,AGRICULTURE,M,,
2006,MPTC,Pampanna,INC,,Anantapur,D.Hirehal,D.Hierhal 2,,48.0,,,URG,AGRICULTURE,M,,
2006,MPTC,Boya Vandrappa,INC,,Anantapur,D.Hirehal,Hanumapuram,,28.0,,2ND,BCG,AGRICULTURE,M,,
2006,MPTC President,Harijana Gangadhara,INC,,Anantapur,D.Hirehal,Kadalur,,,,,SC(G),,Male,,
2006,MPTC,Kamakshi,TDP,,Anantapur,D.Hirehal,Kudluru,,23.0,,4TH,BCW,AGRICULTURE,F,,
2006,MPTC,Laxmakka,INC,,Anantapur,D.Hirehal,Madinehalli,,28.0,,,URW,AGRICULTURE,F,,
2006,MPTC,Shoba,INC,,Anantapur,D.Hirehal,Muradi,,24.0,,10TH,URW,AGRICULTURE,F,,
2006,MPTC,Hanumapuram Ramalingappa,INC,,Anantapur,D.Hirehal,Nagalapuram,,55.0,,4TH,URG,AGRICULTURE,M,,
2006,MPTC,Chinna Basappa,INC,,Anantapur,D.Hirehal,Obulapuram,,47.0,,10TH,URG,AGRICULTURE,M,,
2006,MPTC,Chinna Hanumanthappa,INC,,Anantapur,D.Hirehal,Pulakurthy,,40.0,,5TH,BCG,AGRICULTURE,M,,
2006,MPTC,H.Suryanarayana,TDP,,Anantapur,Garladinne,Budedu,,23.0,SC(Madiga),5th Class,SC(G),cooli,M,,
2006,MPTC,Vadde Siva,TDP,,Anantapur,Garladinne,Garladinne 1,,24.0,BC(Vadde),,BC(G),Agriculture,M,,
2006,MPTC,K.Ramanamma,TDP,,Anantapur,Garladinne,Garladinne 2,,32.0,BC(Boya),,UR(W),House wife,F,,
2006,MPTC,Malapathi Tirumalesu,TDP,,Anantapur,Garladinne,Iluru,,37.0,OC(Kamma),Inter,UR(G),Agriculture,M,,
2006,MPTC President,Maredi Srenivasa Reddy,TDP,,Anantapur,Garladinne,Kalluru 1,,29.0,OC (Kapu),Bcom,,Agriculture,M,,
2006,MPTC,Jaggala Ravi Kumar,TDP,,Anantapur,Garladinne,Kalluru 2,,32.0,BC(Golla),SSC,UR(G),Agriculture,M,,
2006,MPTC,Vankara Nallamma,TDP,,Anantapur,Garladinne,Kalluru 3,,39.0,SC(Mala),,SC(W),cooli,F,,
2006,MPTC,Ediga Venkataramana,TDP,,Anantapur,Garladinne,Kamalapuram,,45.0,BC (Boya),8th class,BC(G),Agriculture,M,,
2006,MPTC,Gumpu Lakshmidevi,INC,,Anantapur,Garladinne,Kanampalli,,49.0,BC(Golla),,BC(W),Agriculture,F,,
2006,MPTC,Y.Narayana Reddy,INC,,Anantapur,Garladinne,Kotanka,,44.0,OC(Kapu),Polytechnic,UR(G),Agriculture,M,,
2006,MPTC,Avula Krishnaiah,TDP,,Anantapur,Garladinne,Marthadu,,32.0,BC(Kuruba),BL,UR(G),Agriculture,M,,
2006,MPTC,Nalla Bothula Ramanna,TDP,,Anantapur,Garladinne,Muntimadugu,,28.0,BC (Ediga),BA,BC(G),Agriculture,M,,
2006,MPTC,Bhumagari Sudharani,INC,,Anantapur,Garladinne,Penakacherla,,47.0,OC (Kapu),7th class,UR(W),House wife,F,,
2006,MPTC,Duspakula Raviraju,INC,,Anantapur,Garladinne,Yerraguntla,,27.0,SC(Madiga),9th class,SC(G),Agriculture,M,,
2006,MPTC President,K.S.Feiroz,TDP,,Anantapur,Gooty,Abbedoddi,,36.0,MUSLIM,10th class,URG,"SARPANCH,",F,,
2006,MPTC,Pulikonda,TDP,,Anantapur,Gooty,Basinepalli,,39.0,SETTI BALIJA,SSC,URG,GOOTY GPAGRICULTURE,M,,
2006,MPTC,P.Ranganna,INC,,Anantapur,Gooty,Bethapalli,,46.0,BOYA,Intermediate,BCG,AGRICULTURE,M,,
2006,MPTC,B.Kumar,TDP,,Anantapur,Gooty,Chetnepalli 1,,35.0,,,URG,AGRICULTURE,M,,
2006,MPTC,J.Padma,TDP,,Anantapur,Gooty,Chetnepalli 2,,33.0,,SSC,SCW,AGRICULTURE,F,,
2006,MPTC,K.Peddanna,TDP,,Anantapur,Gooty,Chetnepalli 3,,44.0,GOLLA,INTER,URG,AGRICULTURE,M,,
2006,MPTC,N.Ibrahim,CPI,,Anantapur,Gooty,Chetnepalli 4,,59.0,,,BCG,AGRICULTURE,M,,
2006,MPTC,P.Sanjappa,TDP,,Anantapur,Gooty,Gooty 1,,49.0,,5TH,BCG,BUSINESS,M,,
2006,MPTC,B.C.Hanumanna,TDP,,Anantapur,Gooty,Gooty 2,,52.0,,5TH,BCG,AGRICULTURE,M,,
2006,MPTC,G.Sofia,TDP,,Anantapur,Gooty,Gooty 3,,38.0,,BA,BCW,AGRICULTURE,F,,
2006,MPTC,A.Suresh,CPI(M),,Anantapur,Gooty,Gooty 4,,21.0,,9TH,SCG,AGRICULTURE,M,,
2006,MPTC,P.Chinna Venkatesh,Indepen,,Anantapur,Gooty,Gooty 5,,29.0,,5TH,SCG,AGRICULTURE,M,,
